code,label
"#include <iostream>\nint main() {\nint x = 10;\nx--;\nstd::cout << x << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x;\nstd::cout << x << std::endl;\nreturn 0;\n}",runtime_error
"#include <iostream>\nint main() {\nstd::cout << \"Success!\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nchar* s = \"Test\";\nstd::cout << s << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nauto x = \"Hello\";\nstd::cout << x << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nfor(int i = 0; i < 10; i++)\nstd::cout << i;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint a = 10;\nint b = 0;\nstd::cout << a / b << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nint x = 10;\nstd::cout << x / 0 << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nstd::cout << \"Working code!\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint arr[10];\nstd::cout << arr[10] << std::endl;\nreturn 0;\n}",runtime_error
"#include <iostream>\nint main() {\nif (true) {\nstd::cout << \"Always true\";\n}\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint a = 5;\nif(a > 0) {\nstd::cout << a;\n}\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nstd::cout << \"Hello!\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint a = 0;\nstd::cout << 100 / a << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nint x = 10;\nint y = x / 0;\nstd::cout << y << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nint x = 5;\nstd::cout << x + ;\nreturn 0;\n}",syntax_error
"#include <iostream>\nint main() {\nstd::cout << \"Everything is fine!\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 5;\nif(x = 3) {\nstd::cout << \"Assignment error!\";\n}\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nint* ptr = nullptr;\nstd::cout << *ptr << std::endl;\nreturn 0;\n}",runtime_error
"#include <iostream>\nint main() {\nstd::cout << \"Valid\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x;\nstd::cout << x;\nreturn 0;\n}",runtime_error
"#include <iostream>\nint main() {\nstd::cout << \"Check\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint n = 10;\nint m = n / 0;\nstd::cout << m << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nstd::cout << \"Correct\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 1;\nx++;\nstd::cout << x << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nstd::cout << \"Done\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 10;\nstd::cout << x / 0 << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nstd::cout << \"Output\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 5;\nx += ;\nstd::cout << x << std::endl;\nreturn 0;\n}",syntax_error
"#include <iostream>\nint main() {\nstd::cout << \"All set!\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint a = 100;\nstd::cout << a << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint* ptr = nullptr;\nstd::cout << *ptr << std::endl;\nreturn 0;\n}",runtime_error
"#include <iostream>\nint main() {\nstd::cout << \"Running\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 10;\nstd::cout << x / 0 << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nstd::cout << \"No error\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint n = 0;\nstd::cout << 5 / n << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nstd::cout << \"Successful!\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 20;\nstd::cout << x / 0 << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nstd::cout << \"Finished!\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint a = 10;\na += ;\nstd::cout << a << std::endl;\nreturn 0;\n}",syntax_error
"#include <iostream>\nint main() {\nstd::cout << \"Go!\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 0;\nstd::cout << 10 / x << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nstd::cout << \"Continuing\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nstd::cout << \"Process\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nstd::cout << \"Nothing wrong\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 15;\nstd::cout << x / 0 << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nstd::cout << \"Ready!\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 10;\nx += 5;\nstd::cout << x << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nstd::cout << \"Output\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 8;\nstd::cout << x / 0 << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nstd::cout << \"Forward\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 25;\nstd::cout << x / 0 << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nstd::cout << \"Here we go\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 5;\nstd::cout << x + ;\nreturn 0;\n}",syntax_error
"#include <iostream>\nint main() {\nstd::cout << \"Keep it up!\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x;\nstd::cout << x;\nreturn 0;\n}",runtime_error
"#include <iostream>\nint main() {\nstd::cout << \"Success\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 10;\nstd::cout << x / 0 << std::endl;\nreturn 0;\n}",logic_error
"#include <iostream>\nint main() {\nint x = 5;\nstd::cout << x + ;\nreturn 0;\n}",syntax_error
"#include <iostream>\nint main() {\nstd::cout << \"All done!\" << std::endl;\nreturn 0;\n}",no_error
"#include <iostream>\nint main() {\nint x = 10;\nstd::cout << x / 0 << std::endl;\nreturn 0;\n}",logic_error
